t,raw_score,score,rec_err,lat_err,edge_err,err_phys,err_cyber,err_event,top_nodes,y_true,switching,physical_block_context,switch_event,attack_type,affected_nodes,rec_z,phys_z,cyber_z,edge_z,lat_z,threshold,raw_alert,high_score,strong_cyber,strong_physical,cyber_confirmed,physical_confirmed_raw,physical_confirmed_persistent,confirmed_alert_before_persistence,physical_confirmed,alert,threshold_method,context_aware_alerting,cyber_confirm_z,phys_confirm_z,phys_min_rec_z,phys_persistence_k,physical_confirmation_enabled,persistence_k
413,6.834746837615967,17.0,6.834746837615967,0.9679901003837585,6366.888671875,0.681520938873291,25.633134841918945,0.004092252813279629,"[33, 24, 32, 21, 37, 30]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,3.2599727468662056,3.0620861787307776,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
414,7.001072883605957,17.0,7.001072883605957,1.0580008029937744,6519.8212890625,0.6050866842269897,26.489421844482422,0.004307510331273079,"[32, 30, 24, 21, 33, 37]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,5.25814300915165,3.464732935471201,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
415,6.255532741546631,17.082446952924446,6.255532741546631,1.1643180847167969,6450.81689453125,0.8185320496559143,22.97418975830078,0.003223324427381158,"[24, 32, 30, 33, 21, 37]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.5496463528296488,20.0,4.356552938602422,3.9403242532804392,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
416,6.168799877166748,17.0,6.168799877166748,1.2338687181472778,6461.654296875,0.6531054377555847,23.04087257385254,0.00312279025092721,"[33, 24, 37, 30, 32, 21]",1,1,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.498151084779141,4.25144655505113,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
417,6.804324626922607,17.0,6.804324626922607,1.3105065822601318,6470.3037109375,0.48688241839408875,25.998783111572266,0.002616389887407422,"[37, 24, 30, 32, 33, 21]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.611161652987044,4.594272313919501,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
418,6.485346794128418,17.0,6.485346794128418,1.4336049556732178,6458.48974609375,0.5825492739677429,24.48381805419922,0.0023939579259604216,"[33, 24, 32, 30, 37, 21]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.456804043311634,5.144930839823345,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
419,6.544203758239746,17.0,6.544203758239746,1.5522634983062744,6461.70751953125,0.44651177525520325,25.059223175048828,0.0026244805194437504,"[32, 30, 37, 24, 33, 21]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.49884647553982,5.6757285779295366,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
420,6.150331020355225,17.0,6.150331020355225,1.672487735748291,6441.0908203125,0.5275633335113525,23.28098487854004,0.0028550734277814627,"[30, 24, 21, 33, 37, 32]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,4.2294750618872134,6.213530171339519,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
421,6.460283279418945,17.0,6.460283279418945,1.7893778085708618,6421.15185546875,0.5312552452087402,24.511409759521484,0.0031753205694258213,"[33, 21, 30, 32, 24, 37]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,3.9689587159026978,6.736416976490653,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
422,6.672757625579834,17.0,6.672757625579834,1.7401347160339355,6371.68017578125,0.528472363948822,25.36797332763672,0.003752437187358737,"[33, 37, 32, 24, 30, 21]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.0,20.0,3.322577054522531,6.516136821720973,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
423,6.727981090545654,17.067981808032314,6.727981090545654,1.7299717664718628,6467.6572265625,0.8026800751686096,24.903182983398438,0.0040840222500264645,"[21, 33, 24, 37, 32, 30]",1,0,0,0,timing_cyber_subtle,"[37, 24, 33, 32, 21, 30]",20.0,0.4532120535487517,20.0,4.5765835069055925,6.470674687092221,2.0312374451768687,1,1,1,0,1,0,0,1,0,1,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
424,0.5560805797576904,0.0,0.5560805797576904,1.5889681577682495,6234.2841796875,0.5837516784667969,0.76424241065979,0.0014019458321854472,"[19, 30, 28, 24, 37, 0]",0,0,0,0,none,[],0.0,0.0,0.0,1.527403476769505,5.839920298037068,2.0312374451768687,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
425,0.45394018292427063,0.1223796942158795,0.45394018292427063,1.4036920070648193,6192.94580078125,0.35714221000671387,0.9217977523803711,0.002214888110756874,"[19, 11, 24, 29, 38, 30]",0,0,0,0,none,[],0.0,0.0,0.1748281345941136,0.9872890071381826,5.011120621788513,2.018494258607609,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
426,0.5337283611297607,1.4853462295838482,0.5337283611297607,1.2033721208572388,6188.16259765625,0.38174986839294434,1.1796646118164062,0.0017484526615589857,"[11, 19, 24, 38, 30, 4]",0,0,0,0,none,[],0.0,0.0,2.1219231851197833,0.924793154921596,4.1150254891734965,2.0024449835123335,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
427,0.475544810295105,0.20818290190191607,0.475544810295105,1.0386912822723389,6177.3779296875,0.3851996064186096,0.9380313158035278,0.0022977308835834265,"[19, 25, 29, 0, 14, 4]",0,0,0,0,none,[],0.0,0.0,0.29740414557416583,0.7838840197738064,3.3783552529595564,2.0695130170328033,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
428,0.444941908121109,0.0,0.444941908121109,0.8911461234092712,6209.38427734375,0.4171014428138733,0.7359278798103333,0.002172360196709633,"[19, 30, 8, 38, 29, 24]",0,0,0,0,none,[],0.0,0.0,0.0,1.2020690562116414,2.7183384108917767,2.0520054930684797,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
429,0.5133715271949768,0.5892267202040002,0.5133715271949768,0.7822656631469727,6292.5263671875,0.417044073343277,1.0101230144500732,0.001505569787696004,"[19, 8, 30, 34, 22, 16]",0,0,0,0,none,[],0.0,0.0,0.8417524574342862,2.2883778798314123,2.2312811729657085,2.0388865699540566,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
430,0.49587249755859375,0.0,0.49587249755859375,0.6824860572814941,6214.9345703125,0.45212021470069885,0.8522635102272034,0.0018515883712098002,"[19, 37, 30, 8, 18, 26]",0,0,0,0,none,[],0.0,0.0,0.0,1.2745874670064494,1.784934977173408,2.0267690147049713,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
431,0.5584603548049927,0.0,0.5584603548049927,0.5749971866607666,6238.5126953125,0.542793869972229,0.8758793473243713,0.0019546078983694315,"[27, 26, 30, 19, 37, 11]",0,0,0,0,none,[],0.0,0.0,0.0,1.5826519537188353,1.3041027662679576,2.013771697529997,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
